,Name,Category,Town,Type,Contributions,Title,Review,Rating,Date,LocCode,Cuisine,Score
1802,Mamma Mia,Food,Bognor, Restaurant,1,Amazing and just like a Sicilian Restaurant!,"We went out for our date night the other evening and I could not have been happier with the food and service!
We both ordered pizzas which were delicious and just like the ones I have eaten in Sicily many times.
Desserts were homemade and really nice.
If you are looking for a proper Italian restaurant and not your fancy wannabes and try too hards this is the one!!
100% recommend!",5,3.0,3.0,Italian/Pizza,0
1803,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,13,Let Down,Our table was booked for 6pm and after a short wait taken to our table. Our drinks order of 2 pints was taken straight away. The waitress at one point said she would chase up our drinks. Nothing happened. She told us that she was on her own and that everyone came in at once. Not really my problem and to be honest it wasn't that busy. Another waitress came in duty at 6.30. One of the chefs was actually serving food to customers. Finally after 40 minutes the waitress came to take our food order and still no drinks!! She finally bought one pint over which turned out to be flat. I took it back to the bar myself rather than wait for the waitress and was told that they had just changed the barrel and would bring our drinks over directly. After waiting a further 5 minutes we walked out must as the waitress was bringing our drinks. Extremely disappointed. Will not be returning any time soon if ever. What a complete let down!!,2,4.0,2.0,British,1
1804,Arundel Castle,Attractions,Arundel,Historical/Culture,368,Tulips from Arundel,"We paid a visit to this beautiful castle and gardens for their annual tulip festival. What a beautiful place! I think whenever you went you could not fail to be charmed. So much to see and do. The staff here are extremely helpful and knowledgable about their obviously well loved charge. Not to be missed if you are ever in West Sussex. We paid £20ish each for access to all the important rooms and grounds and includes £3.40 that you can spend in the gift shop/restaurant. A bargain for a jolly good day out. Plenty of places to picnic if you so wish.
Read less",5,2.0,2.0,0,0
1805,Thai Kitchen,Food,Littlehampton, Restaurant,2,Authentic fresh Thai food,"I live in London and love fresh Thai food. I visited this restaurant with my auntie and I have to say that it it is the best Thai food that I have had, outside of London.
The staff were really friendly and helpful, especially Kevin the owner.
I would recommend this restaurant to anyone that likes Thai freshly cooked. Delicious pad Thai and crab meat sausages. I’ll be back again soon.",5,1.0,3.0,Chinese/Thai,0
1806,Jade,Food,Bognor, Restaurant,7,How do you rate - 10?,"Beyond terrible.
Over 2 hours after order due for delivery I phone to be told ""wait or cancel, too busy to talk"". Then I get hung up on asking if my food is on the side or will be fresh. I give up and go into the takeaway, thank god I did it was absolutely vile in there! Husband and wife both unbelievably rude. PLEASE NEVER ORDER FROM HERE!",1,4.0,1.0,Chinese/Thai,1
1807,BailiffsCourt Restaurant,Food,Littlehampton, Restaurant,227,Absolutely superb,"Such a delicious lunch. Delightful hotel, attentive staff, quirky decor and fabulous menu. It was really all absolutely lovely. Can't wait to return!",5,3.0,2.0,British,0
1808,The Gravy Boat,Food,Littlehampton, Restaurant,11,Lunch ,Very surprised delightful meal and not too expensive. One can actually taste the flavours of the meal. Brilliant.,5,3.0,1.0,Other,0
1809,Travelodge Fontwell,Accommodation,Arundel,Hotel,1,Very very basic,"Shower poor, car park was full up, wifi very hard to set up, extractor fan full of hair, curtain ripped, teenage staff. This review must be 200 words so I'll add that the mirror was old, there was no electricity sockets by the bed, no air-conditioning, generally felt it was very basic. More like a back packer type of stay.
Read less",2,3.0,0.0,0,1
1810,Travelodge Fontwell,Accommodation,Arundel,Hotel,52,ABSOLUTELY FILTHY,"This was my first and last trip to a Travelodge. We arrived and despite ringing the bell waited ages for someone to check us in. Our room was filthy - all surfaces were sticky and the bathroom floor was sticky and black - it should have been blue but you could hardly see that. The taps were filthy the sink wasn’t clean and the soap dispensers were empty.
We were there 2 days and saw no one on the reception at all until we checked out so were unable to complain - we were here for a busy social weekend so did not have much time. The only time we saw a member of staff during our stay, he was sitting on the steps outside chatting to someone who was sitting smoking and he had no interest in customers.
Very helpful lady on the Sunday as we checked out and she offered us a refund straight away but said she could not process it and someone would ring me at 3pm that day. Of course no one did. The next day a lady rang and she agreed how dirty the room was - she said he had personally bleached the floor ‘several times’ after our stay as it was so dirty.
She offered us a full refund for the 2 days but said another customer wanted to check in so she would call me back. She called back and said that her head office had refused the refund as we had paid such a high rate for the room - 250 pounds for 2 nights. That was not our fault that is what they charged us - and surely an agreement that someone should not pay should not be dependent on what they paid.
W contacted the head office who advised us that the manager (a man - even though we spoke to a lady who said she was the manager) had already agreed with us that they would only give us a 50% refund, and that it had already been processed on their system as us having agreed. This is totally untrue - we never spoke to a man and the lady offered us a full refund and blamed head office. Just a big bunch of lies to fob us off. No wonder the staff are so slack and couldn’t care less when the head office are setting the same example.
One good point was the lady at reception when we checked out, charming and helpful - she should leave there she doesn’t fit in with the other hapless staff
Read less",1,3.0,2.0,0,1
1811,Fish & Chips,Food,Bognor, Fast Food/Takeaway,1,Local,"Thought we’d take a walk along the prom with the dog & kids & enjoy fish & chips on the beach. Food not great; shocked at the price.....£34.00 for x 4 fish & chips. Hardly Rick Steins! Wouldn’t recommend, most definitely a rip off!",1,3.0,0.0,Seafood,1
1812,India Gate,Food,Arundel, Restaurant,4,Booked table given away,"wWe booked a table for 4 to celebrate a special occasion, never eaten at restaurant before so we were looking forward to it. On arrival (on time), we were told our table wasn't ready yet, and could we return in 20 minutes, we did so and still no table. After quizzing them they reluctantly told us that our table had been given to another party who had arrived just before us the first time. As they couldn't tell us how long another table would be we had to find elsewhere to eat, which on a Friday night in Arundel was a waste of time.

 I did contact them directly after the event but after a week heard nothing!! Hence writing this review!

 Very Very Poor and disappointing customer service",1,1.0,2.0,Indian,1
1813,Avisford,Accommodation,Arundel,Hotel,2,Tribute night,"Great act good music but spoilt by sub standard food and vastly overpriced bar! £20 for two glasses of wine and £38.00 for a bottle come on that’s ridiculous! Hotel run down smells of damp cannot believe Hilton associate with this it’s a disgrace!
Read less",1,4.0,0.0,0,1
1814,Sen,Food,Bognor, Restaurant,1,Sam,Fantastic food great atmosphere lovely staff highly recommend we were made very welcome good value for money we will be back Mr Happy see you all soon,5,3.0,0.0,Other,0
1815,Establo Lounge,Food,Littlehampton, Pub/Bar,74,When you eventually clear glasses try to wipe the table clean too!!,"Never seen such bad staff practices. Went early Friday evening and not over busy but most tables including ours were sticky and filthy. Most others had glasses on them and eventually a staff member thought to pick some glasses up but heaven forbid she could wipe the table at the same time like numerous bars around the country have mastered over the years. Unfortunately another customer then sees an empty free table and sits down and then realised it was dirty and sticky but no staff members to be seen as I suppose they had picked up some glasses so they could relax again and wait for more to appear. I note the management have made a previous comment that they are trying to get staff to wipe up. Please give them and apron with front pockets to carry a spray, cloth and wipes so they have no excuse not to think that if they pick up a glass they can clean at the same time so the next customer gets a seat at a clean table. Unfortunately the female staff member did her same nonchalant non caring practice at three different tables in 45 minutes between 6.30 and 7.15 last Friday. Shouldn’t be that hard to identify her?? I was visiting out of town with a local who said himself that the place had gone downhill like other comments. Poor Rustington residents .",2,3.0,2.0,British,1
1816,Butlins,Accommodation,Bognor,Hotel,4,ABSOLUTE RUBBERY,"So I haven’t yet been to butlins but since booking on the 7th of Jan I am already wishing I didn’t. So as I said I book on the 7th of jan just a few days ago. I happened to check the prices again on the 12th of jan as I was going to book for someone else for the same time. The prices since I book days ago have dramatically drop nearly £200 for the same time in July. I saw online that thr lowest price is guaranteed. So I decided to call and see if there was anything butlins could do since it hasn’t been a week since booking. Well the first lady I spoke to was absolutely useless. The second lady tried to help but I have been told as I book the last apartment available the could not do anything! This is absolutely ridiculous I cannot even cancel and rebook as I would no be receive all of my money back and if I upgraded it would have to be done on the price which I would have received on the day of booking, even tho the price of a upgrade to the difference would be less than £10. I am absolutely disgusted and this will be the first and last time i will be visiting Butlins!!! I wouldn’t be to bothered if I didn’t book less than a week ago and the deal was meant to be up to 30% off and an extra £40 off and now the deal is and extra 30% off and an extra £30 so im a bit confused as to why its cheaper now. I definitely will not be advising anyone to book with them as you’ll never know when to book to get the best deal. Pictures below of the price difference in just a few days!!!!
Read less",1,1.0,0.0,0,1
1817,Magna Tandoori,Food,Bognor, Restaurant,6,Traditonal British curry done well.,"The British take on curry became firmly embedded in culture from the 1970s onwards. Everyone had their favourite places to go. Over recent years we have seen the more imaginative takes on curry come and go. The Magna Tandoori does traditional curry very well. Of course, the restaurant does offer more innovative Indian foods too. The service is efficient, the food is well presented and cooked with care. Clearly Bognor’s most treasured attraction.",5,4.0,2.0,Indian,0
1818,Arun View,Food,Littlehampton, Pub/Bar,3,Nice place,It is nice place good location. But I think it is to expensive. Good place to meet friends and to have a drink.,4,3.0,0.0,British,0
1819,Pizza Express,Food,Arundel, Restaurant,71,Very Disappointing ,"We booked Pizza Express for a lunchtime meal, but the whole experience was mediocre at best.

Despite having booked, our table was not ready, and tables were hastily rearranged to accommodate us.

The table concerned was filthy from the previous customer, and the request to clean it, did seem a little too much effort for the staff involved.

Our calamari was burnt, though the dough balls were fine.

The pizza’s were okay, but nothing more.

Everything was a disappointment and we won’t be returning in a hurry.",1,1.0,2.0,Italian/Pizza,1
1820,Avisford,Accommodation,Arundel,Hotel,32,Tatty and lacking attention to detail,"Very poor, stayed in a better Travelodge for a quarter of the price. Tatty room, black mold in bathroom, no air con, floodlit room with view of kitchen extractors, loud thrum thrum thrum all night long and bathroon extractor that would wake the dead. Pillows wafer thin. No hairdryer. On the upside staff very lovely. Food expensive for frozen quality.
Read less",1,3.0,2.0,0,1
1821,LA Café,Food,Littlehampton, Café,1,Awful ordering,"I'm not one to complain but as I phoned this cafe up to order some breakfast on a Monday morning, they never answer the phone. This is not the first time it has taken me at least 6 calls to try and get through to them I tried online and they wouldn't take the payment for some unknown reason. Also as they have a minimum for delivery I though I would not be charged but they seem to add a 2 pound charge even after the 13 pound minimum order. Very disappointed with the customer service well lack of it.",1,1.0,3.0,British,1
1822,The Mezze,Food,Bognor, Restaurant,2,Rubbish,"Rubbish food, rubbish service, expensive for the rubbish quality. Give this one a miss. We will never come here again. Be warned",1,3.0,1.0,Other,1
1823,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,5,Such a disappointment,"As our local harvester has shut down I was looking forward to dinner there. On entering staff were very friendly. Shown to table and placed our order. No mention of the stuff they didn’t have. Salad bar only had peppers, onions, carrots, sweet corn, olives and coleslaw. There was a note by the salad bar to say they had delivery problems but would have been nice to know before ordering them the unlimited drinks only had diet drinks or rwhites lemonade. None that I drink and again not mentioned only a note above the say only those were available.
The food we did order was lovely but the experience wasn’t the best.",2,3.0,2.0,British,1
1824,Robin Hood,Food,Bognor, Pub/Bar,1,RESTURANT,..TERRIBLE bad service food has got worse Manager failed to pick up cash 5 mins plus .been twice tried food b.adly MICROED menu partialy not of reminded us ofJULIE WALTERS ITS A DISGRACE to the whitbread name.l,1,1.0,1.0,British,1
1825,Black Rabbit,Food,Arundel, Pub/Bar,47,Breakfast,"We had breakfast this morning and what a fabulous experience it was. The service was fabulous, staff very cheerful and helpful, I have to mention Mia, she was very lovely, very cheerful and helpful. The breakfast was lovely, very tasty and reasonably priced too. We did have a little hic cup, with regards to the breakfast though, but this was dealt with very efficiently by Peter, no quibbles just professional service with a smile! We will returning for sure very soon!!!",5,3.0,2.0,British,0
1826,Knights Table Steakhouse,Food,Arundel, Steakhouse/Diner,3,Evening family meal,"A nice place.Feels like in the castle.Kids loved to get dressed as a knights or princesses .You seat on the throne.
Nice food .Staff welcoming",5,3.0,0.0,British,0
1827,Picturedrome,Attractions,Bognor,Nightlife,7,Great value way to see latest releases,"Sure the prices may have increased in recent years but the Picturedrome is still fantastic value and has been heavily invested in on the last 10 years adding 2 additional screens and improve the amenities. Definitely the best value cinema for miles! And the added value of the unique setting of a historic building styled in bygone era of movie theatre.
Read less",5,3.0,1.0,0,0
1828,Findon Rest,Accommodation,Arundel,B&B/Inn,1,Handy for Worthing Cemetery But,"Booked for me, too Budget. Staffless so serviceless. Two of the 4 poor parking spaces occupied by stone horse trough. Last arrivers must park outside naighbours properties, which I bet they love. Room too small for 2 to walk and dress in, even with only a 4.5ft bed. Noisy Massorator plumbing.
Advertised as a motel but is 4 bed 2 floor shed on small triangular plot.
Even in little Findon there are other better options.",1,4.0,0.0,0,1
1829,Swanbourne Lodge,Food,Arundel, Café,100,Freshly made sandwiches,"Our crab sandwich was so good and freshly made . Eat in or take to eat on a bench by the lake. Watch out for greedy seagulls however. It is just a 15 min walk from town, or find a parking space in the lane.",4,2.0,2.0,British,0
1830,Spotted Cow,Food,Littlehampton, Pub/Bar,4,Non returner,"Despite reading previous trip advisors regarding The Spotted Cow we thought we would come for Sunday lunch, the service was attentive yet slow to receive drinks to our table. On ordering Roast dinners that we opted for they came quickly to the table, the meat was very fatty and the food itself was not hot which I would expect! We had to ask again for more drinks and for dessert menus. Very disappointed visit.",1,2.0,2.0,British,1
1831,The Gravy Boat,Food,Littlehampton, Restaurant,59,Wonderful,Visiting friends locally and they chose this location for a meal as they had heard good reviews. We certainly weren’t disappointed. Lovely lively restaurant very busy on a Saturday night . Great menu with plenty of choices for all courses. Service was excellent and attentive. Really loved all of my food. Would definitely return. .,5,4.0,2.0,Other,0
1832,"Crossbush, Beefeater",Food,Arundel, Steakhouse/Diner,4,Family members birthday meal,"A party of 12 family members went here on 29th september, most of us ordered the roast lamb or beef, the lamb was chops without the bone not carved slices that you would expect, the slow cooked beef looked like liver and was dry, the roast potatoes (that you can have as many as you want) i am a trained chef and i would say were frozen although when i emailed beefeater they denied this, the potatoes were hard and unpleasant, the roast dinners cost £13.99, the service was okay, although we did have to wait quiet a while, we spent over £200 (luckily one of the party had a voucher, we will not be returning, we will just go back to the Toby.",1,4.0,0.0,British,1
1833,Cissbury Ring,Attractions,Arundel,Historical/Culture,110,Ancient ,"The walk from Findon up the path to the Cissbury ring is tremendous. The views along the way are stunning. And on top of the ring, ponies. Enjoy this walk.
Read less",5,4.0,3.0,0,0
1834,The Holly Tree,Food,Arundel, Pub/Bar,11,Disappointed!!!!,A friend and I went to our local pub for a meal today and upon asking for the menus we were informed they had stopped serving food as they had a quiz starting at 8pm. We wanted to order just before 7.30!!! Not really the way to treat local regulars with this kind of service so left extremely disappointed especially as we had been told that with the new landlord taking over things had improved greatly with the food. It would have been better customer service if the bar had announced that they had stopped serving or a notice was written somewhere on one of their boards informing people of the kitchen closure. It will be a while before we return which is a great shame having both worked there for two years and have continued to use the pub since leaving...,1,1.0,1.0,British,1
1835,Picturedrome,Attractions,Bognor,Nightlife,6,Mr,"Love it here. £3.50 a seat Fair price refreshments. Pleasant staff. And local. What's not to like. Good selection of movies. Caters for school holidays really well
Read less",4,2.0,1.0,0,0
1836,The Roundstone,Food,Littlehampton, Pub/Bar,72,Great food,Have eaten in here many times before. Staff are always very friendly and service is good. A great choice of meals on the menu and always tastes good.,5,1.0,2.0,British,0
1837,Regency Rooms,Accommodation,Littlehampton,B&B/Inn,19,Great find!!,"This little hotel is very boutique, what a great find in a lovely location. The hotel contacted when I booked and before I checked in. Attention to detail is everything for me and they really do have everything on hand. I wish I was staying longer and I will definitely stay again!!",5,3.0,2.0,0,0
1838,Arundel Castle,Attractions,Arundel,Historical/Culture,18,Stunning....,"Beautiful location and breathtaking buildings. Gardens are incredible and leaves in awe of the beauty surrounding this incredible castle! Well worth a visit
Read less",4,2.0,2.0,0,0
1839,Monsoon,Food,Littlehampton, Restaurant,12,Best curry in Sussex!,"We were very impressed with the food here. The chicken, veg and prawns dishes were cooked from fresh and the food was delicious! The surroundings were stunning and clean. Service with a smile and great hospitality from Fahad who took back our swooning compliments back to the chef. We will be coming back!! You had two very happy curry lovers singing your praises!",5,2.0,2.0,Indian,0
1840,Butlins,Accommodation,Bognor,Hotel,0,butlins bognor regis 4 nights stay for tots break programme 3rd june -6th june 2019,"This my first time coming to a butlins resort, i expected high service and standards , i was checked in a place that was noisy and in the middle of there entertainment area called skyline dome for the children which i never expected, i hardly could hear the representative and felt i had to raise my voice, The room location was good near the main entertainment are skyline dome, however it was inconvenience to get up there with a pram and a toddler and my luggage. the room was up a flight of metal staircase that stated its dangerous as it had slip signs. I was not impressed there was no lifts to reach your room. My luggage had to be left by the stairs and taken up gradually, There no security or safety as anyone can help them selves to luggage especially as we had to take our toddler up the stairs with his pram first and put in the room and have 1 of us to look after toddler, whilst the other loaded the luggage 1 by 1 up the stairs to our room.
As a result my nikon camera and camera bag went missing, it was stolen off our trolley, and we did not get it back, be aware there a lot of thief's ,they can be EITHER \ the guest and staff in the resort. if there was a lift we could park our trolley in front of the room and load instantly without losing our belongings to a thief.

Our dinner plan was ridiculous we could not eat later then 6pm under the basic dinning plan which was not stated at the time of my booking I made online or when I went to the resort, I only found out when i was turned away from the restaurant. They have premium dining but you only get another extra 1. 5 hours.

The toilets in the resort do not flush properly you have hard time getting the tissue down let alone your own number 2's. In Our room I had to call for the plumber 3 times ,twice for toilet and once for the shower as the water wasnt going down in the shower tray.Then the hot water tap all of sudden stopped working and my husband and i needed a shower, they was no one at guest services as they close by 8pm. my husband could not find where to go , he enquired with burger king staff as they open until late, they told him to go to the first aid room for security. The security put an alert out for the plumber to sort our hot water out. this was not done until 11pm. he was quick to come but its not great again we have no phone number to call for assistance.

 the entertainment also has restrictions the rides inside catered for my toddler, however the soft play had 2 areas and he was restricted as he was under the height and they do not allow adults to accompany child in the soft play, bizzare as my son a member at cheeky chimps and he can do all the soft play areas without me being there or if needs assistance ,im not allowed to enter and help. They had a animals area but did not know the times for animal to be let out for child to handle. This was not on there programme itinerary. It was great lots of fun activities for children to do on their itinerary programme from play-dough and art crafts and( pottery painting and go karts and mini golf was all extra charges which i did not think was fair as I paid alot of money for the entertainment passes 90 pound person including this rate for my 2 years old.If your into the teletubbies mr men and milkshake mr potato head and paddington bear you enjoy the shows.

The BRAND NEW splash pool thats there has new water pool and slides area it is fantastic for the adults and kids. however again there was restrictions on 2 of the slides my child too small and they would not allow him in the lazy river or the faster log flume. I agree their health and safety risks however i would not endanger my son safety, i held him at all times when i went on the lazy river and did not let him out of my sight. the fast log flume was not that fast, the racer slide was more faster and that did startle my child. I was refused the lazy river on my last day, other days i went on with my child, their staff neglected there duties here, as they did not check my son height the first 2 days at all and allowed us on the ride together. I been to dubai and turkey and egypt they allow my son on the water slides and rides that had height restrictions as sole person, as long as I accompanied him and for further safety they gave mats and inflatable rings.

I recommend to stay on self catering as you can eat at your own time and pace with out feeling rushed. And have a treat at the restaurants that operate later. the fish and chips and the dinner and pub kitchen i recommend highly. papa johns i did not rate it worsen then pizza hut and i only ever go pizza oven bake places like zizzi or pizza express which better.

You get to have photo shoots with the character that they have for entertainment which is great but they need more time slots. And when i went to collect my photos like everyone else did on the last day we felt rushed. as we needed to eliminate photos so we had the best choose. its expensive it cost 35 quid for 5 photos. even then the assistant cut out the pic incorrectly and was refusing to rectify and kept it professional and said ive paid for a service and it expect it perfect.

My last night at the resort we could not get into our room the door would not open, I had to call emergency phone number that was provided to me after I made a complaint about having to go to the guest services in person as no phone provided in the room to call for assistance on our first night when had to go out to get a plumber service. We had a reception area by our room but it was operational only 3 days out of the 5 days being there and for short period of time only. We was not informed about a 24hr services if they was emergency at all. we just had to wait until the morning to get hold of guest services to complain for services we did not received.
They dont even provide basic to be at hand easily like a plastic rubbish bin lining. We had to pop out to get hold of lining bags.
we waited a bout 15 minutes to get our door reopened so we can enter this disturbed my son sleep as it was 930pm and he needed to go to sleep. in the result he ended up weeing himself as he needed toilet and we could not get inside the room. He also caught a mild cold the next day as it was windy waiting outside. my husband got a cold as well. The door battery was changed by another technician as the first technician just tried using a master key to open the door, so he came ill- prepared. Finally we got in,
The outdoor play areas great you have 3 playgrounds for the kids. then a cars driving school area , archery, football, and mini golf areas. The traditional fairground area looked better in the pictures, when we got there it needs re painting to brigthen up, there restricted times again it opens 10am until 4pm. if only it stayed open until 6pm. Again height restrictions in place for toddler on certain rides, however the most ridiculous was the bumper cars, I went recently to chessington adventure world park, and my son was allowed to go on the bumper cars, I have been to locaL fairgrounds in my area and he been allowed here he was not allowed, even though he be accompanied by an adult who drive the bumper car. As a result not many parents used the bumper cars as they had toddler my son height. I complaint to the guest services and they said the safety regulations are set by the ride company however I been to chessington park which is more of a specialist in rides and they allowed my son? I felt the guest services just made poor excuses and were controlling the situations to there advantage so toddler are kept restricted.

The go karts area allowed children over 97cm on with adult however this was not clear to me I was told as long as my toddler was over 90cm when i waited over 20 mins and it was our turn my son was measured and we told we cant take the go kart course. we went to get refund and told why and it was obvious because of ,my son height. The the helter skleter ride i got to the top and turned away it was a very steep climb and exhausting as i carrying my toddler. refused for not having a long sleeve top on. I wasnt told this before been handed the sacks to sit on by the assistant. I was very annoyed and frustrated. as it was tight squeeze to get pass other parents and children to climb back down the steps.
Yet this was called a tots break events programme.

Overall they good point and bad but the accommodation, checkin area improved alot. and after hours services need to be explained better, the information pack provided did not have any contact number or information to say where to go for after hours emergency. only had an email which isnt gonna be a fast response like a phone call is. Entertainment passes need to be reduced for a toddler rate, Also the fairground rides height restrictions changed on certain rides that are safe for toddler when accompanied by adults. yet this is called a tots friendly break programme

 urgent attention is for wheelchair person could not have the apartments as they do not cater for them and this is the cheaper alternative. there no lifts for them to access either or wide paths to get around and to your apartment room.
Read less",2,2.0,0.0,0,1
1841,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,39,Nothing is like it is stated,"Staff is very nice and trying to do the best comparing to what they can provide or they can work with.
Food is ok, though they do not have anything like it is stated on the menu. The main courses like lamb shank, salmon is spotless, great, but the side dish is not what you order. With none of the orders. They provide a few vegan food, but more then half of it they ran out. (On a Sunday it means the restaurant is not prepared for guests.) It is hard for a vegan person.
Not mentioning the problems with the coffee.
Payment is complicated f you want to share the bill with your friends. Basically a menu is thrown to you and calculate and figure it out on your own what you ordered and need to pay.
A well operated place is doing that you say what you ordered they add up on there terminal and it is done, bill is out.
Very expensive related to the quality and value.
Cheaper, less known places provides better food.",2,3.0,2.0,British,1
1842,The Roundstone,Food,Littlehampton, Pub/Bar,1,Very Poor Customer Service!,"I visited for lunch with a friend and our 3 young children as a half-term treat. The food took ages to arrive and when it did the chips were extremely overcooked. I complained to the waitress who happily brought us one replacement portion (we had originally ordered 3 portions in total). However, we thanked her and carried on with our meal. After the meal my 6 year old found a £2 coin on the floor, he was so chuffed with himself, even having a bit of childhood banter with his brother (finders keepers losers weepers ect). When the waitress came with our bill he happily told her what he had found, she responded by saying that she had lost 1 earlier so it must be hers. I lightheartedly wished her luck trying to get it back off him, and he carried on similar banter with the waitress as he had been doing with his brother (he is 6!). She told him he was rude and that it was hers and she had earned it. I was flabbergasted that a member of staff could talk to a young child like that. When she returned to take our payment she turned to my son and asked him if he was going to give it back to her (which surprisingly he did with out having a meltdown). I could not believe my ears, had it been a note I could of understood it a bit better (not her attitude) but taking a £2 coin from a young child (who thought he had won the lottery) is not acceptable in my book. I had intended on leaving a larger tip to compensate her but no chance after that! I shall not be visiting again in the near future.",1,2.0,0.0,British,1
1843,"The Windmill, Harvester",Food,Littlehampton, Pub/Bar,8,Awful,"Visited at 4.00pm on Tuesday. Service painfully slow although the place was nearly empty, when the food came it had obviously been under a heat lamp too long. The curry was congealed as was the children’s baked beans. The fries were over cooked and cold, a really bad experience.",1,2.0,0.0,British,1
1844,The Fish Factory,Food,Littlehampton, Restaurant,114,Disappointing,"Visited as a small celebration with family. I ordered Halibut as I have had it before here and it was really nice. When it arrived it was clearly not Halibut but Cod in batter. When I questioned it the waitress clearly had no idea about the difference but still told me it was Halibut. When I told her again it was Cod she spoke to the chef who told me it was Halibut. I definitely know the difference between the two but the staff clearly don't which is a bit worrying. When the bill came it did not appear on there which suggests they knew it wasn't what I ordered, but not a single apology. It is also extremely expensive, all deserts were about £7, which for a fruit salad is a lot. I will not choose to go there again.",2,2.0,2.0,Seafood,1
1845,The Lamb Inn,Food,Bognor, Pub/Bar,1,Man in Restraunt is more interested in counting his tips on the side than serving!,"Visited this pub for a Sunday dinner as it came highly recommended and was nothing but disappointed when we arrived we were told where the restraunt was walked there and stood like lemons for 10 minutes with another couple and the restraunt was nearly empty then a man showed us a table chucked some paper on the table which was what I guess the only menu it took us a further 15 minutes to find him and get some attention whilst he was counting his tips in the jar on the side and kept saying YES one minute please!!! We then got told if we don’t like the menu go and find the specials board?! Couldn’t see it anywhere and felt uncomfortable so left, the restraunt staff clearly need to learn basic customer service very rude and un professional, I might add the other couple also got up and left!",1,4.0,0.0,British,1
1846,Travelodge Littlehampton,Accommodation,Littlehampton,Hotel,1,Third rate hotel,"hugely overpriced
bedroom not made up,no soap in shower. Poor decoration,no bar, no restaurant only a vending machine.
Generally very very very bad value for the money. Although there was a revival on in Goodwood and bedrooms in the area were hard to come by there is no way an hotel of this standard should be allowed to charge £148.00 a night.",1,3.0,2.0,0,1
1847,Oyster Catcher,Food,Littlehampton, Pub/Bar,77,Dreadful,"Popped in on the off chance.
Shown to table, told our waitress Emma would be with us soon.
No drinks offered whilst we wait.
After 15 minutes we were asked by Emma was everything okay?
Said we wanted to order our food, she said I didn’t see you there!
Food arrived nicely presented and very delicious.
The manager offered the dessert menu, we declined but asked for the bill.
A further 15 minutes, the waitress appears, we ask for the bill again.
Not a great experience.",2,1.0,2.0,British,1
1848,Butlins,Accommodation,Bognor,Hotel,7,Day Visit at Butlins......,"We went for a Family Day Visit at Butlins Bognor Regis......
We went straight to the new swimming pool which is awesome and had sections to suit everyone.....a small children area with slides and another section with a splash zone then a wave zone & a area where you can swim and where it's deeper water mostly suited for the adults.....
Lots of slides and a family ride & the Rapids is so much fun we were in there 3 hours with our 3 little ones....
Then went to hv dinner at the pub located on the Resort then headed to fun fair not realising it closed at 6pm.
But that's why I hvnt given 5 stars!
The rides are meant to close at 6pm but most were closing at 5.50!!! My little girl was told she silent go on the ladybird's as he was closing it was 5.52! Not 6pm....then my boys went into soft play area and got to top then told to get out as they were closing!!! Why let children in if your going to close minutes later??
So we headed outside to the slide & it was 5.56 and got turned away again!!! Apparently they only get paid up to 6pm so they were closing up early other rides were still open!!! They were both very rude and said well it may not be 6pm but we only get paid till 6pm so we are off they were very rude!
I went and complained to Guest Services with another 2 guests and upset children and it was arranged to be reopened for our children to all have a go! But I hope that the staff member will be doubt with! As he didn't seem to care much about the children beingnuoset & was not professional at all.
Only downside to the day!
Read less",4,2.0,1.0,0,0
1849,India Gate,Food,Arundel, Restaurant,23,Best ,"Can honestly say one of the nicest Indian meals I've had, good sign was really busy on a Monday night, only about for couple of days but would of gone again",5,1.0,2.0,Indian,0
1850,Norfolk Gardens,Attractions,Littlehampton,Amusements/Fun,32,Lovely golf setting by the sea. Shame about extremely rude staff who locked us in after hours! Will not be back!,"Tagged along with husband and his mate so they could knock around the beautiful 9 holes here late on a Saturday afternoon.A young 6 year old boy who doesn't play golf at all in our party showed and interest half way around so my husband showed him how to do a few swings. The old miserable man working there came and had a go at us calling us dishonest for not paying for him when he hadn't actually played the 9 holes, (and nor did the guys in the end!) He ended up saying that his wife was waiting for him to go home and we had held him up from leaving and locked us in without telling us he would do so.Resulting in myself having to get over a wall/gate when I'm currently 7 months pregnant and also us having to lift our 15 month old toddlers travel system buggy over the wall/gate too! Absoutely disgusting behaviour. He shouldn't work with the public in my opinion. A guy in our party is local there and hes known for being a misery apparently! Wont be back and will not recommend despite the beautiful setting etc. Cant excuse bad staff imo as I work with the public myself.",2,2.0,2.0,0,1
1851,Pizza Express,Food,Arundel, Restaurant,4,Burnt to a crust pizza,"Family meal on Saturday evening my wife and I ordered pollo ad astra and pollo forza pizzas on a romana base. Both totally over cooked and burnt. Forza was so inedible it was sent back, waiter immediately offered to discount cost and replace. Credit due they realised just how poor it was. But food of this low standard should never reach the customer. The bases on these pizzas have now become so thin that in a busy restaurant it must be difficult for the chef not to burn them. Children's pizzas were fine. Have eaten many times at this restaurant chain but will not return.",1,1.0,2.0,Italian/Pizza,1
