,OrigInd,Town,Rating,Sentence,cleaned,noun_phrases,nouns,Topic
646,10071,Littlehampton,4,"Lovely day out, nice walk.🚶🏻‍♀️🚶🏼‍♂️ We travelled to Littlehampton by train walked from the Station to the riverside path past apartments, moorings, a few restaurants/bars the RNLI Lifeboat Station and the Harbour Office. A very nice outlook across the riverside. Continued on past the Oyster Pond (boat lake) the Amusement Park, towards the Foreshore Station & Coastguard Tower. Again good views out to sea and along the coast. Rested on benches and relaxed for a while. Walked on past a small parade of shops Littlehampton Rock, beach goods tea rooms ice cream shop. Continued along the Promenade and the Long Bench and the East Beach Cafe, the Green with BBQ posts for cooking. Kids area, beach huts, the weather was very good on the day 13th September. There is a little road train price’s £2 Adult, kids £1.50 single. £3 adult £2.50 kids return. Not a overly long ride, but fun. You can walk much further along the beach promenade past Norfolk Gardens and beach huts. Leisure centre and the Sea road probably to Worthing. Didn’t get that far, we turned around and headed back towards the riverside and the town. The beach was nice with people sunbathing and swimming along the way also some people fishing at the riverside a enjoyable day out, a fish and chips lunch and ice creams. It’s not a lively resort but enough to keep kids and adults happy.",leisure centre sea road probably worthing,leisure centre sea road,"['leisure', 'sea', 'road']",BeachFac
647,10073,Littlehampton,5,"One of our favourites We love this beach as it's clean, lots of sand and has food near by. It's so fun when it's low tide as it feels like you can walk out toward the horizon forever.",one favourite love beach clean lot sand food near,clean lot sand food,"['lot', 'sand', 'food']",Food
651,10077,Littlehampton,5,"Best beach The best beach to visit with kids, as its stretch long ways easy to get a nice quiet place. Kids enjoyed catching crabs in the river, nice fair ground with rides, mini golf, miniature railway will take you to the beautiful park and play area.",best beach best beach visit kid stretch long way easy get nice quiet place,beach visit kid,"['beach', 'visit', 'kid']",BeachFac
654,10081,Littlehampton,5,"Great beach Littlehampton has the perfect to just chill out on The sea is crystal clear and you can paddle out quite a way until you reach k eek height
If the beech is not you scene but want to be near it there are always the beech huts
Along the promenade there is a cafe that is open everyday where you can enjoy a coffee with a great coastal view",great beach perfect chill sea crystal clear paddle quite way reacheek height beech not scene want near always beech hut along promenade cafe open everyday enjoy coffee great coastal view,perfect chill sea crystal,"['perfect', 'chill', 'sea', 'crystal']",BeachFac
656,10086,Littlehampton,4,"Decent beach with plenty nearby. Beautiful beach, gold sand,but pebbles at the top so shoes are a must as your walking down on to the beach. lifeguards very observant and communicating regarding inflatables and wind directions, the children loved it, the tide was out making paddling very enjoyable. Little shops and eateries and harvester just on the promenade! Parking was about £7 for 12 hours, the fun park was great but expensive! Loads to do and see! Great day overall.",lifeguard observant communicating regarding inflatable wind direction child loved tide making paddling enjoyable,inflatable wind direction child,"['wind', 'direction', 'child']",FamilyExp
658,10087,Littlehampton,4,"A long pleasant beach with a clean well maintained promenade Obviously and understandably a very popular beach and promenade. I was impressed with how well maintained, clean and cared for the promenade was. The beach is a combination of pebbly beach and long stretches of sand when the tide is out. It also has the two sides to it, the funfair part for those who want the entertainment but also the quieter stretches as well. The Arun Promenade running alongside the river to the beach is really so well done and the best way by far to get from the town to the sea, and again I was impressed with how immaculate this was.",beach combination pebble beach long stretch sand tide,beach combination pebble beach,"['beach', 'combination', 'beach']",BeachFac
659,10089,Littlehampton,4,"One of the cleanest beaches! A beautiful clean and tidy beach and promenade greets the visitor to Littlehampton. With its pier adjacent to the river Arun, this Sussex coast line is a very relaxing spot. Since we have family living here, it is always a treat to return. Highly recommended.",pier adjacent river arun sussex coast line relaxing spot,pier adjacent river arun sussex coast line,"['pier', 'river', 'sussex', 'coast', 'line']",BeachFac
662,10098,Littlehampton,3,"Short holiday This is a long, clean beach. A car park, takeaways, carvery, toilets near the pier. There is also a fun fair, boating lake. A very clean beach and surrounding areas. There is a nice walk either along the promenade or by the river Arun. Behind the promenade runs a nice green runs the length of the promenade. A much better beach than Worthing or Bognor",behind promenade run nice green run length promenade,nice green run length promenade,"['run', 'length', 'promenade']",BeachFac
663,10099,Littlehampton,5,Great walk Park at harbour park and walk along the prominade. Lovely beach and views. You can also walk along the river and get food and drinks along the way. A river ferry is available if you want to cross the river without walking to far.,great walk park harbour park walk along promenade,great walk park harbour park walk,"['walk', 'park', 'harbour', 'park', 'walk']",Walking
666,10103,Littlehampton,5,"Littlehampton Beach This is a first class beach,lifeguard supervised and as long as you swim within the markers it is very safe. There is also Avery pleasant promenade with a large grass area where you casita do picnic. There is a large but gets full early in good. Weatheri",also avery pleasant promenade large grass area casita picnic,large grass area casita picnic,"['grass', 'area', 'casita', 'picnic']",Kids&PlayArea
668,10105,Littlehampton,5,"My favourite place 💖  I have been bought up around littlehampton and my favourite place by far is the beach, when the tide is out there is sand for miles. Its clean and beautiful and great place to get away from the hustle and bustle of normal life. Great for family’s, dog walkers, kids, adults - everyone! And just along the river is some of the best places to grab some fish and chips or an ice cream. During the summer there is frequent events that are well worth attending like ‘armed forces day’ and ‘screen on the green’ and in the winter bonfire night and the fireworks are incredible!",along river best place grab fish chip ice cream,fish chip ice cream,"['chip', 'ice', 'cream']",Shop&Amenties
672,10113,Bognor,4,Good fun Stopped here for a game with my hubby. It was reasonably priced and was a good laugh. There is a variety of different holes and it was a fun activity to do.,variety different hole fun activity,different hole fun activity,"['hole', 'fun', 'activity']",FamilyExp
673,10114,Bognor,5,"Great fun 2 adults and 2 kids aged 8 & 10 played and loved it. Immaculately kept course abd gardens - a reallylovely setting. Reasonably priced at £4.50 for adults and £3.50 for kids under 10. Staff friendly and helpful.

Felt veRY retro - how mini golf used to be before elaborate theme park style features took over. Will be back.",felt retro mini golf used elaborate theme park style feature took,retro mini golf,"['retro', 'mini', 'golf']",VFM
688,10138,Arundel,5,"A special part of Sussex.... I've been heading up to Cissbury since I was a kid. It has a special place in the hearts and minds of locals, and never fails to capture my imagination. Cissbury Ring is what remains of a bronze age hillfort, when ancient Britons settled the high ground above present day Findon village and surrounded themselves with ramparts. The earthwork fortifications are extremely well preserved and remain to this day, enclosing a plateau marked by a trig point. Upon the plateau would have sat the roundhouses of the people that resided there thousands of years ago, pre-dating the Roman invasion of Southern England. There is a free car park at the base of the ring, though a more enjoyable walk would involve parking in Findon village (there's a free car park or spaces along the village crossroads, though this can be limited) and walking uphill from town. Cissbury Ring itself is completely free of charge. Paths from Cissbury head into Worthing town, or across country to Chanctonbury Ring a couple of miles distant, another bronze age site that was a later Roman religious shrine. From the trig point on Cissbury one can enjoys views of Worthing, Littlehampton, the coastal strip of West Sussex and other parts of the South Downs National Park.

The trail from the carpark to the plateau is quite steep but is extremely short. Despite the popularity with locals, Cissbury is one of West Sussex's least known special parts, and for naturists/walkers/history buffs is a must see if you happen to be in the area.
Read less",path cissbury head worthing town across country chanctonbury ring couple mile distant another bronze age site later roman religious shrine,country chanctonbury ring couple mile,"['country', 'chanctonbury', 'couple', 'mile']",Kids&PlayArea
690,10138,Arundel,5,"A special part of Sussex.... I've been heading up to Cissbury since I was a kid. It has a special place in the hearts and minds of locals, and never fails to capture my imagination. Cissbury Ring is what remains of a bronze age hillfort, when ancient Britons settled the high ground above present day Findon village and surrounded themselves with ramparts. The earthwork fortifications are extremely well preserved and remain to this day, enclosing a plateau marked by a trig point. Upon the plateau would have sat the roundhouses of the people that resided there thousands of years ago, pre-dating the Roman invasion of Southern England. There is a free car park at the base of the ring, though a more enjoyable walk would involve parking in Findon village (there's a free car park or spaces along the village crossroads, though this can be limited) and walking uphill from town. Cissbury Ring itself is completely free of charge. Paths from Cissbury head into Worthing town, or across country to Chanctonbury Ring a couple of miles distant, another bronze age site that was a later Roman religious shrine. From the trig point on Cissbury one can enjoys views of Worthing, Littlehampton, the coastal strip of West Sussex and other parts of the South Downs National Park.

The trail from the carpark to the plateau is quite steep but is extremely short. Despite the popularity with locals, Cissbury is one of West Sussex's least known special parts, and for naturists/walkers/history buffs is a must see if you happen to be in the area.
Read less",trail carpark plateau quite steep extremely short,trail carpark plateau,"['trail', 'carpark', 'plateau']",Kids&PlayArea
691,10138,Arundel,5,"A special part of Sussex.... I've been heading up to Cissbury since I was a kid. It has a special place in the hearts and minds of locals, and never fails to capture my imagination. Cissbury Ring is what remains of a bronze age hillfort, when ancient Britons settled the high ground above present day Findon village and surrounded themselves with ramparts. The earthwork fortifications are extremely well preserved and remain to this day, enclosing a plateau marked by a trig point. Upon the plateau would have sat the roundhouses of the people that resided there thousands of years ago, pre-dating the Roman invasion of Southern England. There is a free car park at the base of the ring, though a more enjoyable walk would involve parking in Findon village (there's a free car park or spaces along the village crossroads, though this can be limited) and walking uphill from town. Cissbury Ring itself is completely free of charge. Paths from Cissbury head into Worthing town, or across country to Chanctonbury Ring a couple of miles distant, another bronze age site that was a later Roman religious shrine. From the trig point on Cissbury one can enjoys views of Worthing, Littlehampton, the coastal strip of West Sussex and other parts of the South Downs National Park.

The trail from the carpark to the plateau is quite steep but is extremely short. Despite the popularity with locals, Cissbury is one of West Sussex's least known special parts, and for naturists/walkers/history buffs is a must see if you happen to be in the area.
Read less",despite popularity local cissbury one west sussex is least known special part naturist walker history buff must see happen area,special part naturist walker history buff,"['part', 'naturist', 'walker', 'history', 'buff']",FamilyExp
694,10141,Arundel,5,"Cissbury ring afternoon walk A fantastic afternoon walk - with the bonus of wild ponies and the stunning views of the Downs and the coast - on the way back from Worthing
Read less",cissbury ring afternoon walk fantastic afternoon walk bonus wild pony stunning view down coast way back worthing le,fantastic afternoon walk bonus,"['afternoon', 'walk', 'bonus']",Walking
700,10150,Littlehampton,5,"Fun, fun and more fun. Great for all ages and there is a disabled carriage. I'm told that they will in the future have a steam engine. The oldest twelve and a quarter gauge railway in the country - fun for the whole family (even the big kids amoungst us!).",fun fun fun,fun fun fun,"['fun', 'fun', 'fun']",FamilyExp
702,10150,Littlehampton,5,"Fun, fun and more fun. Great for all ages and there is a disabled carriage. I'm told that they will in the future have a steam engine. The oldest twelve and a quarter gauge railway in the country - fun for the whole family (even the big kids amoungst us!).",oldest twelve quarter gauge railway country fun whole family even big kid amongst u,quarter gauge railway country fun,"['quarter', 'gauge', 'railway', 'country', 'fun']",FamilyExp
705,10157,Bognor,5,Very peaceful A very peaceful park to wonder around and sit. Beautiful flower beds and various plants. Catch the sun afternoon to early evening. Access walk along promanade to beach huts Aldwick cross the road into park.,catch sun afternoon early evening,catch sun afternoon,"['catch', 'sun', 'afternoon']",Food
706,10157,Bognor,5,Very peaceful A very peaceful park to wonder around and sit. Beautiful flower beds and various plants. Catch the sun afternoon to early evening. Access walk along promanade to beach huts Aldwick cross the road into park.,access walk along promenade beach hut aldrich cross road park,promenade beach hut aldrich cross road park,"['promenade', 'beach', 'hut', 'cross', 'road', 'park']",BeachFac
711,10166,Arundel,4,"Built in 1370 on the foundations of an earlier church The original building is actually split in two, with each half representing a different religion (Church of England & Catholic). It has some great wall paintings and masons marks",built foundation earlier church original building actually split two half representing different religion church england catholic,different religion church england catholic,"['religion', 'church', 'england', 'catholic']",VisitExp
713,10173,Bognor,5,"Bobby Davro My wife and I came here to see live at the Regis with Bobby Davro as the headline act. The whole show was so well put together with some great local acts as well as an amazing ventriloquist and then there was Bobby Davro, what a comic he is. FANTASTIC, if you get a chance to see Bobby Davro anywhere then I would suggest you go. So so funny, great to see him performing in our local theatre. We will be back to see lots more shows after that. Top entertainment in Bognor Regis.",bobby avro wife came see live bobby avro headline act,bobby avro headline act,"['bobby', 'avro', 'headline', 'act']",Staff
717,10177,Bognor,5,"Chitty Chitty Bang Bang What a show!! Literally the best production I have seen by BROS. Tony’s voice was like a dream, if I were a record label I would snap him up straight away. Such a great talent.",literally best production seen bros tony voice like dream record label would snap straight away,dream record label,"['dream', 'record', 'label']",VisitExp
721,10190,Littlehampton,4,Small but local Nice little place small amount off ww1 and ww2 items and some vintage toys which I was interested in only spent about 35 minuites in there but was worth going and is free.,small local nice little place small amount wwe wwe item vintage toy interested spent minutes worth going free,small amount wwe wwe item vintage toy,"['amount', 'wwe', 'item', 'vintage', 'toy']",FamilyExp
723,10204,Bognor,5,"Indoor Scooter or BMX ramp Indoor warehouse they have different times for different ages take or hire a scooter and helmet small big ramps one with a foam pit, cafe upstairs friendly staff , small merchandise and you must buy THE BASE sticker!! Good price.",indoor scooter box ramp indoor warehouse different time different age take hire scooter helmet small big ramp one foam pit cafe upstairs friendly staff small merchandise must buy base sticker,indoor scooter box ramp,"['scooter', 'box', 'ramp']",Shop&Amenties
726,10209,Bognor,5,"Meal before movies Been to the Wheatsheaf a few times since new management been in. Went their for dinner before going to movies and had a great meal, the service was quick and friendly, had one of the new burgers deffo recomend. The Manager Micheal is incredibly friendly and helpful especially with my incredibly picky and fussy girlfriends order. We will be back again.",went dinner going movie great meal service quick friendly one new burger deffo recomend,new burger deffo recomend,"['burger', 'deffo', 'recomend']",Food
727,10214,Arundel,5,Lovely sweet treats Had a very nice visit to this lovely ice cream & sweet shop. Very helpful staff and delicious fudge! 😁,lovely sweet treat nice visit lovely ice cream sweet shop,lovely ice cream sweet shop,"['cream', 'sweet', 'shop']",Shop&Amenties
728,10219,Arundel,5,"Yummy Beautiful handmade bespoke chocolates, sweets and lots more. Fantastic beautiful gift wrapping too. Really cute family run shop. A must visit if in the area",yummy beautiful handmade bespoke chocolate sweet lot,beautiful handmade bespoke chocolate sweet lot,"['handmade', 'sweet', 'lot']",Shop&Amenties
731,10224,Littlehampton,3,"Littlehampton Wave The new swimming pool and leisure centre for littlehampton is called Littlehampton Wave and the website promises a luxury gym and swimming experience... it’s not that.
While I can’t comment on the gym as we only swam I can say that we found the facilities very average, albeit very new.
The reception area is large and has a small cafe to the side overlooking the large car park. There was only one person on duty when we arrived who was dealing with a gym membership enquiry so we had to wait some time to be able to pay for swimming (£5.65 for an adult).
Our group was 3 adults and 2 children (8 months and 2 years) and we used both the family changing cubicles and a normal one. Changing rooms were basic standard changing rooms with soaking wet tiled floors which as you can wear your outdoor shoes in are inevitably dirty and muddy, it smelt fresh though. Lockers were a good size and cost £1.
The swimming pools themselves were disappointing. What was nice about the old pool (and why we travelled to littlehampton to swim) was the temperature of the children’s pool which was very warm and great for the little ones but the new one is pretty cold.
The new pools have no atmosphere and felt quite unwelcoming. White walls and ceiling and very bright lights made it feel very clinical and cold. There is also nothing for the children to look at and they got bored and cold quickly. We stayed 20 minutes in total which wasn’t worth the journey from Worthing and will stick with Splash Point in the future.",not comment gym swam say found facility average albeit new,facility average albeit,"['facility', 'average', 'albeit']",BeachFac
736,10226,Littlehampton,4,"Very friendly if you like dogs There are two pubs more or less facing each other here and this one was far more lively when we turned up on a Monday lunchtime. The decor is modern and stylish and the bar manager very helpful. As others have discovered, they don’t do food at lunchtime (upstairs is a separate wine bar) but we were advised to walk a few doors along to the local cafe who will bring food up to the pub once you’ve ordered and paid for it which is a great service. The beer is excellent. They host music and quiz nights and all in all its a welcoming place. You need to like dogs. The two resident ones run about the place and look for food from your table, not aggressively but if you don’t care for dogs, and I don’t, its a consideration.",host music quiz night welcoming place,host music quiz night,"['host', 'music', 'quiz', 'night']",Parking
738,10228,Littlehampton,5,"Friendly and helpful Four of us older folk decided to try this place for a light lunch, as the local cafes looked very busy and my sister (who is recovering from a long illness) does not cope well with crowds/noise. The very helpful barman explained that the bar no longer does lunches but that they have an arrangement with Pebbles takeaway, which is just two doors down the road. So, we ordered our lunches at Pebbles, walked the few yards back to the bar, and ordered drinks. Our sandwiches, baguettes etc were delivered to us, a few minutes later. The barman even supplied us with plates, knifes and napkins, at no extra charge. The bar's own two dogs (Bertie and Oscar) were also very friendly and well behaved. Incidentally, the food from Pebbles was delicious - so much so, that we popped back there, after leaving the bar, to get some cakes to eat later!",barman even supplied u plate knife napkin extra charge,u plate knife napkin,"['plate', 'knife', 'napkin']",Food
744,10240,Bognor,5,"Great community shop Grandads front room is the sort of shop that every town should have. Packed with an eclectic range of pre-loved and original items every visit is an adventure. But unlike most shops of its ilk, Grandads has other attributes that set it apart. It’s not just a ‘junk shop’ but a…
Read more",unlike shop ilk grandad attribute set apart,shop ilk grandad attribute,"['shop', 'ilk', 'grandad', 'attribute']",Shop&Amenties
745,10241,Bognor,4,"So much more than a shop... Granddad's Front Room is a great Aladdin's cave full of bits and bobs - I've bought resources for use at work and passed bits onto local schools to show children games from days gone by. I've been in for a cuppa with Danny, George and Euan to chew the fat and let off steam. A…
Read more",I cuppa danny george euan chew fat let steam,cuppa danny george euan chew,"['cuppa', 'danny', 'george', 'chew']",VFM
749,10246,Bognor,5,"Fantastic shop - a must visit! This shop is absolutely incredible. A proper community shop who have arm chairs. They provide you with tea and custard creams and do amazing things for the community!
Read more",proper community shop arm chair,proper community shop arm chair,"['community', 'shop', 'arm', 'chair']",Shop&Amenties
750,10246,Bognor,5,"Fantastic shop - a must visit! This shop is absolutely incredible. A proper community shop who have arm chairs. They provide you with tea and custard creams and do amazing things for the community!
Read more",provide tea custard cream amazing thing community,tea custard cream,"['tea', 'custard', 'cream']",Shop&Amenties
752,10251,Bognor,5,"Thank you so much to the kind, caring owner Just visited this book shop as we do every holiday. The owner of the shop was so kind to me. I had just had a huge argument with my family and felt like bursting into tears because I was so upset. He spoke to me so kindly about funny books trying to cheer me up. I just want him to know that I really appreciated his kindness. This book shop is a place I would recommend anyone to visit, not only do you get the best selection of books, but you also get friendly conversation from a kind caring owner. Ps, my daughter and husband are loving their books, I will be in for a ghost book next time! Thank you 😊",owner shop kind,owner shop kind,"['owner', 'shop', 'kind']",Shop&Amenties
754,10255,Bognor,5,The best in town (and beyond) A very special place which all book lovers will appreciate. Jason the owner has a vast knowledge and is very friendly.,best town beyond special place book lover appreciate,special place book lover,"['place', 'book', 'lover']",Place
758,10263,Littlehampton,4,"Great Course & Friendly staff Really lovely welcoming atmosphere with friendly staff who were very helpful. There’s 3 course. A testing Par 3, a 3 hole academy course and also a 9 hole course with differing tee areas enabling it to be an 18 hole course. Plenty of hazards to challenge the experienced golfer and yet it can be kind to beginners too. Bonus is that it’s not too hilly. Greens and course are well maintained. There are great PGA Pros available for lessons and it also has a fabulous driving range with TopTracer technology (so you can see how well you’ve struck the call, it’s elevation and distance travelled. They also have a short game practice area with sand bunkers to help practice chipper as well as the expected putting green.
The golf centre itself has an American Golf shop and a cafe and whilst it has toilets it’s downside is that it doesn’t have it’s own changing rooms. So you can either struggle and change in a loo cubicle or use the gym and pool bases next door. Cafe does offer alcohol as well as expected hot drinks, soft drinks and snacks. The cakes can be delicious! Overall for me it’s a 9/10.",great pga pro available lesson also fabulous driving range toptracer technology see well struck call elevation distance travelled,range toptracer technology,"['range', 'toptracer', 'technology']",FamilyExp
759,10263,Littlehampton,4,"Great Course & Friendly staff Really lovely welcoming atmosphere with friendly staff who were very helpful. There’s 3 course. A testing Par 3, a 3 hole academy course and also a 9 hole course with differing tee areas enabling it to be an 18 hole course. Plenty of hazards to challenge the experienced golfer and yet it can be kind to beginners too. Bonus is that it’s not too hilly. Greens and course are well maintained. There are great PGA Pros available for lessons and it also has a fabulous driving range with TopTracer technology (so you can see how well you’ve struck the call, it’s elevation and distance travelled. They also have a short game practice area with sand bunkers to help practice chipper as well as the expected putting green.
The golf centre itself has an American Golf shop and a cafe and whilst it has toilets it’s downside is that it doesn’t have it’s own changing rooms. So you can either struggle and change in a loo cubicle or use the gym and pool bases next door. Cafe does offer alcohol as well as expected hot drinks, soft drinks and snacks. The cakes can be delicious! Overall for me it’s a 9/10.",also short game practice area sand bunker help practice chipper well expected putting green,short game practice area sand bunker,"['game', 'practice', 'area', 'sand', 'bunker']",Kids&PlayArea
761,10266,Littlehampton,1,"AWFUL customer service - Avoid Nice course and driving range, however god awful customer service. Old man working the till is very rude both in person and on the phone, will look down on you if you're not a member and thinks most people coming are stupid. Actually ruined the round a little by encountering him, has put me off going in the future. Will consider other and more customer friendly courses near by.",awful customer service avoid nice course driving range however god awful customer service,god awful customer service,"['god', 'customer', 'service']",Food
762,10271,Littlehampton,5,"Excellent facilities, warm staff and vibrant feel Myself and a few friends came down to visit Rustington Golf Centre for the first time as the social media on facebook and instagram caught our attention. We were greeted by friendly staff who gave us a full run down of what they had to offer, followed by a delicious cup of coffee. The driving range was immaculate and the new Toptracer system was great, we could play a virtual golf course which was amazing. We played 9 holes on the par 70 course, taking around 1.5 hours to play 9 holes which was good time. We were in awe of the course condition, bunkers were pristine and the greens were playing like summer greens! The fairways were shaped very well and we came off with hardly a speck of mud on our trousers! We will definitely be returning again for happy hour on the driving range!",played hole par course taking around 1.5 hour play hole good,hole par course,"['hole', 'par', 'course']",VFM
763,10271,Littlehampton,5,"Excellent facilities, warm staff and vibrant feel Myself and a few friends came down to visit Rustington Golf Centre for the first time as the social media on facebook and instagram caught our attention. We were greeted by friendly staff who gave us a full run down of what they had to offer, followed by a delicious cup of coffee. The driving range was immaculate and the new Toptracer system was great, we could play a virtual golf course which was amazing. We played 9 holes on the par 70 course, taking around 1.5 hours to play 9 holes which was good time. We were in awe of the course condition, bunkers were pristine and the greens were playing like summer greens! The fairways were shaped very well and we came off with hardly a speck of mud on our trousers! We will definitely be returning again for happy hour on the driving range!",played hole par course taking around 1.5 hour play hole good,hour play hole good,"['hour', 'play', 'hole']",Kids&PlayArea
767,10274,Littlehampton,5,"Little gem at the seaside What a great gallery in the town of Littlehampton just near the river, the sea and the downs. Such a great variety of art and other creative pieces to buy. Local artists. Friendly staff, lovely coffee and even cake! Well worth a visit. They also have great two hour workshops on all sorts of arts and crafts with very good quality teaching, in small friendly groups.a wonderful local resource for the community and visitors.",also great two hour workshop sort art craft good quality teaching small friendly groups wonderful local resource community visitor,wonderful local resource community visitor,"['resource', 'community', 'visitor']",Shop&Amenties
770,10282,Bognor,5,"Best pub in Bognor I discovered this micro pub when my son and I walked past in the way to the sea front. We both said “That looks interesting”.
A week later, we ventured in and I think we both agree that this is our new secret place.
It’s really small, very friendly, full of interesting people and serves amazing local beers.
If you come to Bognor (and I say this as a resident) spend a night here.
It’s the secret bar you hope to find when you go on holiday. It’s the secret bar you hope that holiday makers never find. It’s the secret bar that you hope will always be your own secret bar.",best pub discovered micro pub son walked past way sea front,way sea front,"['way', 'sea', 'front']",BeachFac
776,10295,Arundel,5,"Good Craft Beer Selection We had some time to kill before our train back to London so we stopped by here. They had four large beer fridges, plus a couple options for refillable container to choose from. Since their prices were reasonable, we opted for a hazy pale and maple syrup stout to enjoy on a park bench by the river. If you're a beer geek, it's definitely worth checking out.

I hope readers will find my review and photos helpful.

#TabesTravels",good craft beer selection kill train back london stopped,good craft beer selection,"['craft', 'beer', 'selection']",Food
782,10305,Littlehampton,5,"Great place for a walk I have been visiting the West Beach for a number of years and love the place. Great for a solo walk or with the family, in good or bad weather. The sand dunes are beautiful and it is a shame there is not more of them here or in the UK overall.

Certainly worth a visit if you like a nice walk.",great place walk visiting west beach number year love place,beach number year,"['beach', 'number', 'year']",BeachFac
789,10318,Littlehampton,5,Beautiful memorial to the fallen This memorial is beautifully maintained and an asset to the town. Stands proud on the roundabout and the flowers are colourful and striking to view.,stand proud roundabout flower colourful striking view,proud roundabout flower colourful,"['proud', 'roundabout', 'flower', 'colourful']",Gardens&Grounds
790,10328,Bognor,2,"A lot of room for improvement I write my review based on visiting all of the Mr P arcades. I will not waffle on but here is the basics.

For starters, not all of the machines are on their best payout percentages. Their website claims they have the best percentage payouts, this may be true in comparison to other amusements but losing £1000 through a £70 jackpot machine is definitely not 90%.

Any machine player will generally know if a machine is worth playing. A sign for this is “being full up”. Mr P arcades refill their machines and I have experienced this personally many times in each branch. For example, a party time could be full, the coins are dropping, you win £50 collect it and only pays £19 before going empty, then they refill or flick the hopper top up switch after only refloating £31. The next player then thinks it’s full up but does his balls in.

The arcade opening times are very early to close, however, if you are a promoter of their business via youtube, they will stay open till all hours for you, but not to normal customers.

The owners will lend people money who they get on well with, but others they will not, not very professional.

The staff will empty machines whilst you go for a fag or to the bank.

The arcades never ever have enough pound coins in, staff always have to empty machines half way through playing to get coins.

No loyalty rewards given, where as other arcades you get some kind of rewards. However you do get some free play each visit, on certain machines.

Often machines spend weeks out of use because the owners do not drive. The staff on site do not generally know how to fix the machines when they malfunction.

The air conditioning is pretty much non existent in all 3 arcades. It’s very hot in summer and stuffy most days.

You may get refreshments but that has been abused so seems to be cut back a bit.

All in all, the machines are there for “nostalgia” and certainly as with any arcades you cannot “make money” from, it’s all entertainment. You can get lucky, or you can be very unlucky.

The reason for my low score is that the brand continues to maintain they are this that and the other but in fact they are not. I’ve seen various lies, various untoward behaviour, very unfair ethics. All customers should be treated the same, whoever they are. Opening and closing should be set. Filming of other arcade users without their permission should not be allowed. They will write essays on their social media to portray they are amazing people, which some fall for, but let’s face it - they are only in it for the money in reality, nobody starts a business just for the love, otherwise they would be skint in no time.",example party could full coin dropping win collect pay going empty refill flick hopper top switch floating,empty refill flick hopper top switch,"['refill', 'hopper', 'top', 'switch']",BeachFac
794,10329,Bognor,5,"Richy Wales Having visited Tonbridge / Chatham / Maidstone on previous trips , could not wait to return to Mrps Bognor . It’s a Time warp , back to the good old days , when you could enjoy playing a game for entertainment, with such high percentages and true honest staff who would not want to visit.
Many thanks to the team and would highly recommend a visit.
Can’t wait until my next visit 👍",rich wale visited stonebridge chatham maidstone previous trip could not wait return maps,stonebridge chatham maidstone,"['stonebridge', 'chatham', 'maidstone']",VisitExp
801,10335,Bognor,5,"The only arcade worth visiting - apart from Mr. P's other branches :) Arcades are pretty horrible places usually, filled with machines made by people who are just salesmen and have absolutely no interest in the products they are flogging, I live in Weston and wouldn't even think about bothering to go into any of them. Mr. P's however has a very different philosophy, old machines from the mid 80's to early 2000s golden era of AWPs, that are actually fun to play and with very generous payouts. You'll probably never be rich after a visit to any arcade - but at least after Mr P's you'll have a large smile on your face rather than a handful of worthless paper tickets :)

p.s There is a family section with pinball / cranes / 2p pushers / 5p machines as well as an 'over 18's area' where IMHO the best machines are. Yes, they have Crystal Maze in both AWP and SWP formats, Viz, Road Hog, Eastenders and many, many more. 'Knockoot!'",yes crystal maze app swap format viz road hog eastenders many many,format viz road hog eastenders,"['viz', 'road', 'hog', 'eastenders']",Parking
803,10338,Bognor,5,"Brilliant & unique old school family amusement arcade This old arcade on the square opposite the pier, has had a total revamp by its new family owners. Lovely decor and new carpets, plus plenty of old school amusement machines at very sensible prices. All machines are set on generous payouts and friendly staff will assist you if needed. For lovers of retro fruit machines you will be amazed at the huge selection of classic machines some of which go back to the early eighties. To keep everyone happy there is some moderns stuff as well together with pinball, skee roll, classic videogames, cranes and pushers. Newly opened earlier this year and was fortunate to be one of the first to play some games. Cant wait to get back over there soon for some more fun. If you are in Bognor and have a bit of time to spare don't miss it.",lovely decor new carpet plus plenty old school amusement machine sensible price,old school amusement machine sensible price,"['school', 'amusement', 'machine', 'price']",FamilyExp
818,10373,Arundel,5,"Spacious room and first class facilities e had a bed, breakfast and dinner package for a four day Autumn break and were allocated a garden room, so we were able to park close by the entrance and use the covered walk way back to the main hotel to avoid the rain. The room was large and well equipped with a double aspect view over the golf course. Meals are served in an oak panelled dining room part of the house which has echoes of the boarding school it once was. The breakfast buffet choice was endless and gave us a great start to the day. Dinner after happy hour was equally successful - the menu stayed the same for our stay, but no problem because the food was excellent, particurly the desserts. The hotel provided a good base for a first visit to Arundel and this stretch of coast - happy to highly recommend",breakfast buffet choice endless gave u great start,breakfast buffet choice endless,"['breakfast', 'buffet', 'choice', 'endless']",Food
822,10384,Bognor,5,"Fun for all the family Treated my two daughters & five grandchildren to crazy golf here today - we had not been here before. It is a an 18 hole course which we all enjoyed & took us well over an hour to complete.The course was clean & quite challenging, but we enjoyed ourselves & were lucky that the weather was fine today. It is not cheap at £5 per child, no concessions for pensioners - it was slightly cheaper to get 2 x family admissions for £40!",hole course enjoyed took u well hour complete.the course clean quite challenging enjoyed lucky weather fine today,hour complete.the course,"['hour', 'complete.the', 'course']",VFM
