,Name,Category,Town,Type,Contributions,Title,Review,Date,LocCode,Cuisine,Score
576,Linden Fisheries,Food,Bognor,Fast Food/Takeaway,3,new management,"Small cod tail of cod only, cod bites batter only i think this covers all not worth the visit will not buy from there again",4.0,2.0,British,1
86,The Beresford,Food,Bognor,Pub/Bar,29,Second visit and getting better!,"Having recently move to the Area we have been searching for a decent Carvery, and today we found it!
 We had stopped previously and had a nice meal but spotted the Carvery being prepared and thought it looked worth a try. Knew we were on a winner when I rang Saturday noon and found how few spaces were left for Sunday Lunch.
 Glorious Beef and Pork and well prepared Vegetables. We'll be back!",4.0,1.0,British,0
1156,World's End,Food,Arundel,Pub/Bar,173,Grilled food needs a lot of improvement ,"I hate writing bad reviews. It’s rare I do, but I’m afraid I have to here. The positives - nice atmosphere, friendly staff, and the starters. And that’s really where it ends. My son had a burger which was cooked beyond recognition. He still ate it, but that was through sheer hunger. As for me, I ordered a medium rare steak. Alas, it was probably the most well done steak I’ve ever had. I had one bite and left the rest. Far credit to the waiter though, as he spotted this and said he wouldn’t charge for my plate. Still hungry, I ordered a sticky toffee pudding. Don’t make that mistake. It was an insipid, dry sponge with a small amount of frankly disgusting toffee sauce on top. It resembled no STP I had ever seen. Again, one mouthful and I couldn’t eat any more. Then, to top it all, they completely forgot about bringing out a pudding for my father in law’s birthday. All in all, it wasn’t a celebratory night. We won’t come back, I’m afraid.",1.0,2.0,British,1
1302,Snooty Fox Bar,Food,Arundel,Pub/Bar,6,Disappointing and overpriced,"Our meal at the Snooty Fox was very disappointing. My starter of smoked salmon cubes was so tiny it was an utter disappointment and the pate my husband had was completely tasteless. Also the table hadn’t been set up properly even though it wasn’t busy. We had to request cutlery and napkins as it seemed to be overlooked by the staff!
My main course was nothing special but the other main course of sausage & mash consisted of 2 small sausages on top of mash and nothing else not even veg!
All for £13.95 - the other mains were about £1.00 more but a least you had a proper meal including veg.
A very disappointing visit to a local restaurant and unfortunately we will not be going. back.",1.0,2.0,British,1
246,Knights Table Steakhouse,Food,Arundel,Restaurant,28,Murder Mystery,"Last night we attended a medieval themed murder mystery at the Knights Table. The whole evening was great fun from start to finish. The actors, dressed up in their costumes, met you on arrival. If you didn’t come already wearing costumes they have a selection there for you to wear for the night. The actors came round throughout the evening giving us the chance to ask questions to try and get to the bottom of the murder case & work out who committed the crime. Over the evening there were 5 courses of food which were all delicious and quite varied which was great. The actors were fantastic and it was a real mystery as to who the killer was. The pub staff were all involved too and seemed to genuinely enjoy that they were doing. I would defiantly recommend a trip to Knights Table.",2.0,2.0,British,0
972,The Diner,Food,Bognor,Restaurant,6,Lovely waitress - Amazing vegan food,"We had such a lovely time here. The theme of the restaurant was great, and the food was delicious. We'd heard lots of good stuff about the vegan options they had there, and they certainly didn't disappoint, especially the Moving Mountains burger which was unbelievably good.
What made it special was the service we had from our waitress Sarah. She was so polite and attentive, and knew everything about the vegan options on the menu, and so was able to help us with our choices accordingly. She was such a lovely human being - if only all service could be like this! :-)",2.0,2.0,Other,0
985,Toast,Food,Littlehampton,Café,24,Love this place,"Recommended to me and haven't looked back since. The food is good and the menu choice is huge. Service is fast but they aren't pushy and Ive even had home delivery which is great. As it is such a well known local place, it can get busy but I like that they always warn you if that's the case and still stick to a schedule. The staff are lovely :)",3.0,2.0,British,0
181,Knights Table Steakhouse,Food,Arundel,Restaurant,17,Great restaurant for family or groups,"This is a great restaurant for a family or group. Customers can dress up in the medieval outfits that are provided and children love the whole concept - very child friendly! We were a family party of nine adults and three children under six years old, out for Sunday lunch to celebrate a birthday. The food was very good (and copious amounts!), great value for money,p provided by a friendly, jolly and extremely helpful staff. Children under 12 years eat free! Sunday lunch was a very enjoyable experience all round - great fun and highly recommended.",2.0,2.0,British,0
568,Black Horse,Food,Arundel,Pub/Bar,23,A triumph of style over substance,"An exciting looking place, particularly inside. The bars and eating areas are comfortable, stylish and a fashionable mix of old and new.
We were looking for good, simple pub food but sadly our beer battered fish, vegan pie and turkey roast left us disappointed. The ingredients seemed fine but the plate of food left us wanting our food better cooked. The vegetables were simply undercooked.
Staff were friendly and placatory and offered a free meal but who wants that rather than a tasty meal?",4.0,2.0,British,1
1173,Portuguese Grill,Food,Littlehampton,Restaurant,142,"Friendly staff, good food","I've had lunch here multiple times over the last few months - friendly service and good prices.
Good range of food for lunch time, snacks as well plus soft drinks.
Large portions and food arrives quickly.
Its not 'fancy' but good quality, well priced, friendly staff in a nice atmosphere.
Outside space back and front when the weather is good.",2.0,2.0,Other,0
3,Motte & Bailey,Food,Arundel,Café,77,Scrummy,"Sunday lunchtime, popped in on the off chance.
So glad we did.
Staff were friendly, courteous and very helpful.
Food was freshly cooked.
Can highly recommend the fish cakes.",3.0,2.0,Other,0
333,Establo Lounge,Food,Littlehampton,Pub/Bar,6,Food not great,"Very hit and miss with food. Convienient location but would avoid anything on the menu that wasn’t a burger or chilli. Tapas is very poor, the large basket of bread you get with it doesn’t make up for it. The staff seem friendly if there are no queues, but honestly avoid the food, overpriced and poor quality.",1.0,2.0,British,1
106,Pub & Kitchen,Food,Bognor,Pub/Bar,3,Roast dinner,"Dia roast dinner. Tiny portion cold and tastless. £13.50 rip off, the kids meals were bigger! Service was ok though and they did refund ny husbands meal when he said he didnt want it.",3.0,2.0,British,1
242,Spotted Cow,Food,Littlehampton,Pub/Bar,25,This place seems to have gone badly downhill,"We have been going here for occasional meals for nearly 20 years and have always found the ambiance and food excellent. On 14 February we went for their Valentine's Dinner as on previous years and were sorely disappointed. The Valentine's menu is best described as ""interesting"" - nicely-cooked but what we'd describe as ""specialist"" dishes rather than the pub's usual varied tasty home-cooked fare. However, what really spoiled our evening was the service. We were the first couple to occupy one of a group of four tables, which later filled up, but by the end of the evening we were still waiting for our desserts after all the other three sets of guests had finished their meals and left. We asked several times if we could have the course we were waiting for and got a surly ""it's on its way"" followed by further waiting. Before our desserts arrived, the server cleared our table of everything; our napkins, our cutlery, and the rose in its vase. My wife asked if she could have the rose and it was dumped on the table in front of her. When our desserts finally came and we'd eaten them, we felt the attitude towards us was ""hurry up and leave"", when the delay was all of their making, so we didn't bother with coffee, paid up and left. We're not fussy people and always try to appreciate things, but this visit was a massive comedown from previous ones, and If this is what the Spotted Cow has become, we won't be back.",1.0,2.0,British,1
743,The Southdowns,Food,Bognor,Pub/Bar,7,Sunday lunch,"Been here before really enjoyed the food and atmosphere, decided to take my family there last week truly wish I’d not bothered, food was not good at all, my grandsons burger was disgusting bun was so burnt, my roast potatoes were definitely out of the freezer won’t be eating here again gone down hill sorry guys.",4.0,2.0,British,1
134,Robin Hood,Food,Bognor,Pub/Bar,5,Spur of moment trip,"Robin Hood pub lovely decor and comfortable , bar staff great , decided just wanted a starter opted for Prawn cocktail , waited for our order to be taken was told by surly waitress l should have placed order at bar despite the fact she was taking other customers orders ??? , waited ages for this to arrive despite no cooking involved , meal nothing like menu description , not sourdough bread, not Atlantic prawns ( very small defrosted ones ) a lot of marie rose dressing , presentation appalling. Heard other diners complain about waiting time for bill and food ,
Was asked how was meal when l went to bar to pay ( wasn't prepared to wait anymore) , told him and he offered to take food off the bill , l refused this so he removed the glass of wine instead
We had a smashing couple of ""spur of the moment"" days to be let down by abrupt waitress and poor quality food
",3.0,2.0,British,1
995,Ship & Anchor,Food,Arundel,Pub/Bar,14,Dont go there,"Yesterday 10 of us went to the ship and anchor. Its opening hours were shown as open but we got there at 4pm, and it was closed.
We then went to leave via the pub car park onto the river bank but were stopped by a man who informed us it was a private gate only and we couldn't go out that way (the only way in and out of the pub onto the river bank path!?). So, being polite, we turned around to leave, using the only road that comes into the pub, and then, we then had some ranting very angry woman who was taking our photos and telling us we had to pay £5 each to leave!
We didn't pay and wont ever be going back there.",3.0,1.0,British,1
300,KFC Bognor,Food,Bognor,Fast Food/Takeaway,1,Disgusting ,"Absolouty disguising place.
Food was stale and cold, staff were very unhelpful. Staff had disgusting hygenie practice.
Toilets have got to be the worst I've ever seen.
So many complaints.
Food could not be eaten.",2.0,2.0,Other,1
403,Pagham Beach Café,Food,Bognor,Café,23,Worth taking a trip.,"Lovely staff, came twice and couldn’t put a negative on anything, also a 30 second walk to the beach, what a result! Also well done to the cooks/chefs outback trying to work in the heat out there must of been a struggle, thanks!",3.0,2.0,British,0
154,Clock House Café,Food,Bognor,Café,7,Amazing service,"Come here at least once a week with my partner for breakfast. Service is fast and friendly, lovely atmosphere even when it’s a little busy. Can’t comment on lunch but breakfast is really nice and good value for money.",1.0,2.0,British,0
195,Robin Hood,Food,Bognor,Pub/Bar,36,"Five star service, two star food","The very friendly and efficient waiting staff did their best but, with such poor food they're struggling. My prawn cocktail was all cocktail and no prawn, they were so tiny you needed a magnifying glass. The 3 meat roast (Sunday Lunch) was dry and uninteresting, frozen roast potatoes with the worst Yorkshire I've ever had. My 5 friends dishes were all equally poor with overcooked meat being a constant theme. Only the puddings really lived up to expectation. Nothing really bad enough to send back but somewhere you'd never come back to.",2.0,2.0,British,1
318,"The Windmill, Harvester",Food,Littlehampton,Pub/Bar,11,Breakfast,"After visiting here on Saturday 9th August. We go regularly for breakfast at this premises, but in the last few months it has gone downhill drastically.
No plates for toast, no preserves, no muffins, crumpets and just the crusts
After asking a lovely but rushed of her feet waitress went and looked and came out with a handful of muffins apologising that she could only find these. Coffee was lukewarm.
Long wait for cooked breakfast, fried eggs were congealed where they were left on hot plate. Sausages were so burnt they looked like they were charcoal. If you want a decent cooked breakfast and good value for money may I suggest Morrisons Littlehampton or Mac Donald's.",3.0,1.0,British,1
1195,Zeera Lounge,Food,Bognor,Restaurant,1,Disgusting,"Came here for dinner with my partner, the service was terrible from the beginning, I was served a warm coke and was told if I want it to be cold I should of had ice, the man serving was so rude and was very unwelcoming, food was average, when it came to the bill I asked for the coke to be removed one of the staff members said yes, until it was produced at the table and the coke still on there the man serving kicked off and told me I should of chose not to have a drink if I wanted it removed and snatched the bill out of my hand and walked off, all in all a rubbish restaurant and will not be returning do not recommend.",3.0,3.0,Asian/Oriental,1
369,Mustards,Food,Bognor,Restaurant,53,Great addition to Bognor restaurant scene,"Fine food for Bognor served with a smile. The set menu is amazing value but we have had the A la Carte both times we have been there as there were interesting courses on it. All the food was great and although it was a bit dearer than we would usually pay it was worth it for such interesting food. My husband had the beef wellington both times whilst I had game for the main course.
Highly recommended.",3.0,2.0,Other,0
649,Ship & Anchor,Food,Arundel,Pub/Bar,31,Just popped in,"What a find, fantastic food and the choice of large or small portions.
Staff were very polite and friendly, and it’s dog friendly.",2.0,2.0,British,0
129,Moathouse Café,Food,Arundel,Café,175,What a nice cosy little café. The welcoming staff are a strong point.,"I was passing Arundel on the way to The Engine Shed at Ford and running early so I realised that they wouldn't be open. I decided therefore to stop off in Arundel seeking breakfast. Lucky that I picked The Moathouse Café who open at 8 o'clock (quite unusual for a tourist town in my experience). An all-round satisfactory experience. Pleasant friendly staff who give the impression they're genuinely happy to help, not just ""doing a job"" like some other places. The food was excellent as was the coffee. I've earmarked it for a visit next time I'm in Arundel.",4.0,2.0,British,0
691,Linden Fisheries,Food,Bognor,Fast Food/Takeaway,77,Really good fish and chips,I love this shop because they regularly have skate on the menu. They cook fresh to order so happy to wait for perfectly cooked fish and chips. Very friendly owner,2.0,2.0,British,0
1000,Fish & Chips,Food,Bognor,Fast Food/Takeaway,2,4 groups of people from coach trip overcharged... be warned...,"4 groups of pensioners from a coach trip were over charged, how low, or shall I say how high can they go. Disgraceful !!",3.0,2.0,British,1
1147,The Town House,Food,Arundel,Restaurant,31,Very disappointed,"We booked the table few months before our visit to Arundel. After looking at the menu online we where really happy to find The Roasted Chateaubriand as it's one of our favourites and it seems that this place is very popular and well recommended. Unfortunately we were very disappointed with our choice.
The food was bland and the service was very robotic and our Chateaubriand came cold and tasteless. I refused to eat the starter which was Artichokes Soup as I couldn't feel any flavour of artichoke just pure cream and I couldn't even finish my main as it's already arrived cold (meat) and tasteless. We were so excited for this dinner but unfortunately we left the restaurant in the middle of our meal very upset and disappointed.
Good that it was just only one disappointment in Arundel of all that weekend.",1.0,2.0,Other,1
160,Thai Kitchen,Food,Littlehampton,Restaurant,2,Authentic fresh Thai food,"I live in London and love fresh Thai food. I visited this restaurant with my auntie and I have to say that it it is the best Thai food that I have had, outside of London.
The staff were really friendly and helpful, especially Kevin the owner.
I would recommend this restaurant to anyone that likes Thai freshly cooked. Delicious pad Thai and crab meat sausages. I’ll be back again soon.",1.0,3.0,Asian/Oriental,0
511,Pagham Beach Café,Food,Bognor,Café,12,Disappointed dogs no longer allowed inside,Hadn't been for a while but on last visit we sat at our normal table with our dog tucked under the table and was told dogs were no longer allowed inside the cafe. We were amazed and really disappointed at the change of policy. On all other ocassions all the dogs were well behaved. I can understand Big or unsettled dogs not being welcome but common sense doesn't seem to apply these days.,1.0,2.0,British,1
862,Raj Doot,Food,Littlehampton,Restaurant,3,Great curry house,"A group of my friends and I had a curry at the Raj Doot.
The curries were very tasty, large proportions and reasonable prices.
The serving staff were friendly.
We will visit again",4.0,1.0,Asian/Oriental,0
506,Sundarban,Food,Littlehampton,Restaurant,6,Best meal,"Been searching a very long time for a good Indian takeaway and then came across Sundarban, wont go anywhere else now. The food is so full of flavour nothing I’ve eaten before comes close. The chef is excellent and will cook food to a heat (chilli) that I like and recommend curries I wouldn’t of normally had the courage to try.",1.0,1.0,Asian/Oriental,0
190,La Campagnia,Food,Arundel,Restaurant,63,What a find!!,"Decided to eat here after I had seen an advert in the paper. Pleasantly surprised. The food was lovely and hot and delicious.I had the cannelloni and a mixed salad. The salad was amazing the best in many years. Everything was in there. Olives, onions, tomatoes, sundries tomatoes, cucumber , lettuce etc. Normally when I order a salad it comes as lettuce, cucumber & tomato. The dessert menu was extensive and most were made on the premises. I settled for the the banoffee pie. The waitresses were very attentive, so well done. We will return!!",2.0,2.0,Italian/Pizza,0
326,China Palace,Food,Arundel,Restaurant,4,RUDE STAFF AWFUL WELCOME,"Avoid at all costs.....on arrival we asked if they had a table for two, we were then asked if we had booked a table when we said no we were tutted at and the staff said something about us in Chinese. We were then marched to a table where the menus were thrown on the table, I was pushed by the staff member and laughed at. Out came a lady who all but threw a basket of prawn crackers in front of us. The waiter with attitude then asked us if we wanted a drink we replied yes do you have a bottle of Chardonnay, this was met by a response of the waiter shoving a drinks menu at us and flicking through it, when he couldn't find the wine on the menu he scowled at us and said "" I will come back in a bit"" should he not know whats on his drinks menu. We decided to leave as we walked out of the door not one member of staff asked what was the problem. From two Restaurant critics",4.0,2.0,Asian/Oriental,1
947,Vardar Restaurant,Food,Littlehampton,Restaurant,26,Lovely atmosphere for that special occasion.,"A family run restaurant with an excellent and varied menu, great for the summer as there is a large garden area, great for the youngsters.",4.0,1.0,Other,0
782,The Swan,Food,Arundel,Pub/Bar,9,Good Food,"Lovely Sunday lunch, left feeling full and happy
Fast lovely service and reasonably priced.
Have also had good cocktails here with the girls.",2.0,1.0,British,0
896,The Mezze,Food,Bognor,Restaurant,14,Top notch,"Found it on the back of Trip Advisor and we weren't disappointed. Empty when we arrived which was a concern but within 20mins regulars and walk ins had started filling up the place. Mixed share ordered and I baulked at the size of the portion when it arrived(in good time).
Staff were really polite and courteous and we all left well fed and contented.
We will be back",4.0,2.0,Other,0
1275,"Crossbush, Beefeater",Food,Arundel,Restaurant,2,Very Disappointing Birthday Breakfast,"The standards we have experienced on previous visits here have all but disappeared.

This visit was for a family member's breakfast for seven of us. On arrival we were eventually greeted and told that there was no record of any pre-booking, however, we were eventually taken to a seating area which was away from the main area and nobody else seated in there which made it feel a little unwelcoming to start with.

After a while a waitress appeared and took our breakfast orders. There was no welcome smile or warm reception from her in fact she was quite offhand and abrupt.

In the meantime we went to the self-service breakfast bar which was in bit of a mess and was urgently needing some attention from the staff.We had to request decaffeinated coffee for two of us from a staff member and after a short wait he appeared with one single sachet of decaff coffee despite two of us requiring it! So off he trots and returns with a second sachet, not any to stock up the table. The fruit salad that we had was just about edible as the orange segments were extremely tough and bitter.

After a considerable wait some of the cooked breakfast meals arrived at the table albeit different to the orders we placed. There was no offer from the waitress to resolve the mix up this so we sorted it as such by swapping items from plate to plate. The food itself was just about warm but just about edible. After another wait the remaining outstanding meals arrived which were as ordered. Again they food wasn't very hot. We proceeded to eat the breakfast which was nowhere as good as it had been on previous visits. The bacon flavour was tainted by what tasted like steak from the griddle. The eggs were a little undercooked and so it went on.

My wife ordered poached eggs with bacon and tomato which when it turned up looked lost as it was a small portion served on a full sized plate. So she eat this but decided to order the same again as the first portions served up was very small and the eggs weren't cooked that well. After a wait of 15 minutes or more her reorder eventually arrived at the table but way after everybody else had finished their food. This felt awkward to her but she did reluctantly eat it only because we persuaded her to. This food was also only just warm so again very disappointing.

For what we paid, the whole breakfast this time didn't feel like good value for money and the unwelcoming service from the staff really spoilt what should have been a happy family occasion. We didn't wish to remain in the restaurant anymore so settled the bill and left.

As a result of this very disappointing visit, it's very unlikely that we will be returning there very soon for another family visit.

Not sure what was happening on Saturday morning there but it wasn't good all in all.",4.0,2.0,British,1
529,Fish & Chips,Food,Bognor,Fast Food/Takeaway,2,Disgusting overpriced and cold food,My sister and I visited last week October 2019 we ordered cod and chips battered sausage and chips 2 slices of bread and butter tea and a coke. it was well overpriced. my meal was just above satisfactory my sister's was cold he said he did not have the OAP portions so she was served the normal sized portion. It was undercooked and tasted funny. She complained and she got a replacement. five minutes later a customer who had bought some takeaway brought it back and demanded her money back for the self same reason cold fish undercooked,4.0,2.0,British,1
1174,Arun View,Food,Littlehampton,Pub/Bar,3,Family lunch out,"We all agreed to meet here because it overlooks the river in Littlehampton, whilst being entertained by activity on the river we sat down to three course meal, the service was prompt and very politely given, definitely go there again next time we are in Sussex.",2.0,2.0,British,0
884,Moathouse Café,Food,Arundel,Café,12,Great cafe ,"Very good quality food ,staff friendly very clean ,well worth a visit loads of choice of food good prices .",1.0,2.0,British,0
1018,Mustards,Food,Bognor,Restaurant,66,Excellent venue for an anniversary dinner,"Very good modern British restaurant with a great range of dishes. Nice fixed price menu expanded in the a la carte choices. Very nice selection of wine as well
Service was prompt and friendly although getting the bill took a while.",4.0,2.0,Other,0
419,The Town House,Food,Arundel,Restaurant,18,Fantastic for small wedding,"We held an evening wedding meal for a small group of family. If you have a minimum of 22 people they give you exclusive use.
All my guests without exception commented they had never been to a wedding with such a fantastic setting and amazing gourmet food.
I really can't praise the staff enough they were incredible.
The quality of each meal was out of this world and it is one of the best cooked and presented meals I have ever had . Given the quality it was also great value, I can't see how you could get anything better no matter how much more you paid.
If you haven't been in, do try it and mid week evenings would be very exclusive for couples, but it also worked for our group.",1.0,3.0,Other,0
225,"So India, Felpham",Food,Bognor,Restaurant,5,Nice dinner,"Has everything what you expect, freshly cooked naan and perfect curry with coconut rice- wonderful combination!",2.0,3.0,Asian/Oriental,0
365,Howards Coffee Shop,Food,Bognor,Café,77,Mediocre,Very disappointed I had fish and chips and quite honestly it was awful. No taste and dry non flaky fish. My husband had a steak and kidney pie which he said was just about OK. Presentation of food on plate awful puts you off before you have a mouthful.,2.0,2.0,British,1
307,Tandoori Nights,Food,Littlehampton,Restaurant,247,Maybe wrote last review too soon,"So perhaps I wrote last review too soon. Really good to eat in as I mentioned decor could be updated. But had a really poor delivery.
Second time in a row they forgot something with the order.
This time it was onion bahjis. I called the restaurant who said they'd send them out might be 20 mins or so ... Or I could have them free next time (it's technically not free next time as we've paid for them? So how do you work that one out and also... How do we prove this next time? ) I opted to have them sent out.
6 days later.... still waiting!!!
Never arrived. And paid for.

Thought this would be our new favourite home delivery Indian.... But twice in a row...would rather eat in. Hey ho!",3.0,1.0,Asian/Oriental,1
731,Sea View Hotel,Food,Littlehampton,Pub/Bar,11,Poor food,"We took our mothers for a lunch a week ago and have to say the food was dreadful. Roast Lamb was stringy, Yorkshire pudding hard and inedible, as were roast potatoes. Battered fish was really unpleasant. This pub has had problems with their food in the past year or so but recently thought they had made improvements. Whoever owns/manages this pub needs to check what is coming out of their kitchen.",2.0,3.0,British,1
1101,Elmer Tandoori,Food,Bognor,Restaurant,1,Mr,"Ive just experienced this restaurants food for the first time. I had a takeaway delivered. My thoughts are ,
Portions are on the small side so big eaters should avoid , but more importantly the chicken was overcooked , the tikka was actually dry. Ive had many better meals but not many worse. Would i use again ? Afraid not",4.0,3.0,Asian/Oriental,1
869,Passage to India,Food,Bognor,Restaurant,9,Top marks,I’d give this place 10/10. First time visit tonight and cannot recommend high enough. Great food and great service. What more can you ask.,2.0,1.0,Asian/Oriental,0
700,The Town House,Food,Arundel,Restaurant,32,Very good indeed. We would definitely come back,"We stayed and ate at the Town House last weekend. This review covers restaurant and hotel.

Hotel first: There are four or five rooms - it's small. We stayed in Thyme, which was the last room they had available. The owner warned us it was on the small side, which it was, but it was very comfortable and spotlessly clean. It's at the back, so no view of the castle. But the bed was comfortable, the linen was good and we had a good night's sleep.

The restaurant: So the Town House is a restaurant with rooms attached, rather than a hotel with a restaurant. And the meal we had was very good. The room is smallish - 20-30 covers at most. It's in a Georgian town house, so you eat underneath this remarkable moulded ceiling. And the atmosphere is warm and welcoming. There's not a long fire in the corner, but there probably should be.

The service was great - very friendly and helpful without being overbearing. The menu is short, which I always like. And the food was very good.

I had scallops to start - they tasted fresh and were very nicely cooked. Juicy and sweet and caramelised on top and bottom. Served with a pea puree (which was slightly on the wet side for my tastes) and a crispy piece of parma ham - the saltiness and crisp of the ham complementing the sweetness of the scallops. A winner (and more proof that decent ingredients, sensitively cooked are all you need)

Main was roasted venison - served a little pink (but they had OK'd that with me at ordering) - with baby onions, wildmushrooms and roasted potatoes. I really like cooking like this - everything was properly cooked and seasoned, and it was rich and delicious.

My wife had the beetroot and goat's cheese salad to start, halibut with a rosti to follow. Both were very good

I didn't have a dessert, but my wife had the cherry frangipane tart, that she enjoyed thoroughly.

With a bottle of wine, the whole thing came to just under £100. Which is excellent value for a meal like this.

Back to the hotel: breakfast the next morning was also excellent. The full English wasn't at all greasy and it was very lovely too.

So if we are in the area again, we will definitely stay at the Town House again. Try to get one of the rooms with a view of the castle.",1.0,2.0,Other,0
655,The Roundstone,Food,Littlehampton,Pub/Bar,3,"Poor, poor, poor","We were lucky enough to be taken out for dinner by visiting grandparents. Thursday night, arrived 6.20. We had not booked so were told we had to wait 20 minutes or so for a table. Not a problem. We asked for menus in the meantime and chose our orders while waiting. Seated at 6.45....perfect. Order taken within 10 minutes of being seated. At 7.30, asked when our meals would be with us.....""shortly"". At 7.50 asked again....""they were being cooked"". At 8.05, went to where the waitresses were huddled next to kitchen to ask yet again where our food was. Was told they would ask in the kitchen and let us know. At 8.15, all 6 of us grabbed our coats and walked out.
Very tired hungry kids......
Zero communication from the waiting staff. Very poor slow service. An absolute joke of an eating establishment.
No sign of a manager to handle a situation of disappointed customers getting up and walking out....shambolic!
",1.0,1.0,British,1
663,The Dragon,Food,Littlehampton,Fast Food/Takeaway,181,Total disaster ,The place has got even worse what I didn’t think was possible.still the same guy behind the bar and he’s rude as ever.but of course he gets away with it as he’s very friendly with the owner.even the food has got worse no taste and was served just about warm.i gave this place one more chance but I wish I’d never bothered.it may be my local but I will never go to this place again.avoid,1.0,1.0,Asian/Oriental,1
704,The Gravy Boat,Food,Littlehampton,Restaurant,3,Family run restaurant with amazing food,"Amazing home cooked food , huge selection on the menu from pasta , pizza , fish and steak , carvery and my favorite is the
"" Taste of Eastern Europe "" another recipe from Nans collection .
l never been disappointed.
They also have a kids menu .Very reasonable prices and great service make this a fabulous place to eat .",3.0,1.0,Other,0
1189,"Papa Johns, Butlins",Food,Bognor,Fast Food/Takeaway,8,Pizza Buffet,The buffet is great value - you can eat as much as you want and the pizza is great. You can also have salad and starters,1.0,2.0,Italian/Pizza,0
427,The Roundstone,Food,Littlehampton,Pub/Bar,3,Shocking service,We should never have gone tonight because we've had other bad experiences here but as there were 4 adults and 2 children wanting a quick meal we thought we'd try it. We arrived at 6.15 to be told we couldn't get a table until 6.45. Got sat down then it took ages for them to take our order. The kids ordered starters...o my garlic bread and we then waited an hour for this. When they eventually came the waiters said they had started cooking our mains. Then about 45 mins later and after us asking a few times still no food. We gave up and left! No communication and it really wasn't that busy. Really badly managed place. Shame. Definitely avoid.,1.0,2.0,British,1
565,Knights Table Steakhouse,Food,Arundel,Restaurant,34,Work Christmas party night,"Fantastic evening here last night for work Christmas party. Food was delicious and so much of it! Special mention to the lovely man serving at the carvery, so friendly, as we're all the staff. Huge thanks to all who made it a special night, I personally will visit again and recommend this place to everyone.",4.0,2.0,British,0
7,Parsons Table,Food,Arundel,Restaurant,12,Another excellent experience,"We visited this restaurant for our wedding anniversary. Liz and her team couldn’t have done more to make the experience very special. The food, as always, was excellent. The food is imaginative, fresh and delicious. The menu allows plenty of choice. We shall visit again very soon.",2.0,2.0,Other,0
687,World's End,Food,Arundel,Pub/Bar,36,great food,"It the 1st time I had been here since it was refurbished early last year then the food was mediocre steaks were tough and gristly so did not hold my hopes go high,we sat by a window in the bar area which was very cosy and interesting with books on the shelves games on the side and a wood burner fire place unfortunately not alight on this occasion ,anyway i looked at the new menu which had a good selection and chose the Sirloin steak ,medium rare with large chips ,mushrooms and salad , my companion chose the veal steak again medium rare,so i went up to the bar and ordered the meals with drinks and opened a tab a we would probably have deserts expecting to give my card over to be swiped i gave it over to be told its not nessacary so with my drinks i went and sat down.we didn't gave to wait to long for our meals and to our delight they were both amazing ,both steaks were gristle free cooked to perfection . for desert ì chose the sticky toffee pudding which was lovely.
The Staff were all very helpful and friendly , there was ample car parking,i /we will be going again , well done World End super place to eat.",2.0,2.0,British,0
1016,Chez Moi,Food,Bognor,Restaurant,23,An unexpected treasure,"This is an unassuming restaurant that serves beautiful food from a varied menu. The chef added little extras that enhanced the experience. If you like French, you'll love this place.

Download the what3words app to find this place at

///vase.boots.breath",3.0,2.0,Other,0
1030,47 Mussel Row,Food,Littlehampton,Restaurant,37,Great for a relaxing Sunday,"The restaurant is not pretentious in anyway. The staff were very accommodating and food intolerances were accommodates brilliantly by the chef who actually came out to check on the level of allergy, intolerance and explained all the food preparation. The food was lovely and led for a very relaxing Sunday lunch. Can particularly recommend the fish and chips and the roasts!",1.0,2.0,British,0
901,Robin Hood,Food,Bognor,Pub/Bar,13,A holiday visit,Always come here whole on holiday. Normally it's a Sunday dinner treat but our latest visit was for a midweek evenING meal. It's pricey here but we've always enjoyed the quality. Our last visit was bang averase though. Very little vegetarian choice. The mushroom pie on the website wasn't on the menu. Asked for child's burger without cheese as son dislikes cheese. It arrived with cheese. A lunchtime mac and cheese wad kindly provided for my somewhat fussy daughter. We appreciated that until it arrived with the tomato crust on that the waitress said wouldn't be. My steak was very tough. Didn't stay for our usual desserts as so disappointed. Won't return.,3.0,2.0,British,1
1306,Black Rabbit,Food,Arundel,Pub/Bar,13,Poor value these days,"Have been going there as a local for the last 20 years. Last night was the first disappointment. Prawn cocktail was minuscule, poor value for money and my wife returned it. She replaced it with soup which was watery and again poor value. I ordered the lamb kofta which was also disappointing and served with salad that could have been carried on one tablespoon. There was also a thimbleful of Yoghurty sauce which was almost tasteless. This is a place the place locals used to go when it is out of season. Now we went there and it was almost empty. This review explains why. We didn't want to order any more food and went elsewhere.
j",4.0,1.0,British,1
1288,Monsoon,Food,Littlehampton,Restaurant,2,Disappointing not the usual service,"Really don’t know what happened tonight, booked a table for 8.00 not ready , big queue waiting, lots of people leaving after being sat down and waiting for 40 mins, chap waiting for take away at 6.30 didn’t get take away till 8.00 everyone complaining, we regularly visit and we have had excellent service, we had our friends from Sweden who have visited before and were looking forward to a good time but unfortunately tonight wasn’t the night. The staff were trying there best but we had to cancel, as everything was falling apart. What happened?????",3.0,1.0,Asian/Oriental,1
